Title,Company,Experience,Location,Tags,Ratings,Reviews,Salary,Job_Type,Posted,Min_Exp_Needed,Max_Exp_Needed,Min_Salary,Max_Salary,Avg_Sal
Artificial Intelligence-MAchine learning,Mastermind Network,7-10 Yrs,Bengaluru,"Artificial Intelligence,Machine Learning,Python,Deep learning,seaborn,Sklearn,ML,OOPS",,,"14,00,000 - 22,50,000",PREMIUM,30+ ,7,10,1400000.0,2250000.0,1825000.0
Manager / Lead - Machine Learning / Analytics,Catalyst,6-11 Yrs,Bengaluru,"IT Skills,Machine Learning,Artificial Intelligence,Natural Language Processing,AI / ML,Computer Vision,Analytics",,,,PREMIUM,30+ ,6,11,,,
"Python Machine Learning, Tableau, SQL, web scraping",Acesoft Labs (India) Pvt Ltd,5-10 Yrs,Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Tableau,Sentiment Analysis,Deep Learning,Web Scraping",,,,,25 ,5,10,,,
"Python Machine Learning, Tableau, SQL, web scraping",Acesoft Labs (India) Pvt Ltd,5-10 Yrs,Bengaluru,"Data Science,Sentiment Analysis,Tableau,Machine Learning,Deep Learning,Web Scraping,Analytics,Python",,,,HOT JOB,24 ,5,10,,,
Data Scientist / Machine Learning,Helloleadz pvt limited,2-7 Yrs,Anywhere,"torch,keras,caffe,tensorflow,theano,IT Skills,Machine Learning,deep learning",,,,,30+ ,2,7,,,
Software Developer - .Net/C#/Machine Learning,Talenture Management Consulting,2-3 Yrs,Bengaluru,"JavaScript,written communication,JQUERY,design patterns,verbal,ASP NET MVC,ML,NET Framework",,,,PREMIUM,30+ ,2,3,,,
Spark/Python Developer - Machine Learning,cliqhr.com,5-8 Yrs,"Mumbai, Hyderabad, Pune, Bengaluru","communication,Big Data,Pandas,Spark,CI CD,NumPy,Scrum,Hadoop",,,,HOT JOB,20 ,5,8,,,
Machine Learning Developer - Data Scientist,Kinaxis India Private Limited,5-10 Yrs,Chennai,"Data Science,Machine Learning,Python,IT Skills,Cloud,Big Data,Pyspark,Algorithms",,,"25,00,000 - 35,00,000",HOT JOB,30+ ,5,10,2500000.0,3500000.0,3000000.0
Machine Learning Developer - Data Scientist,Kinaxis,6-10 Yrs,Chennai,"Computer science,Data analysis,Linux,Debugging,Machine learning,Cloud,HR,SQL",,,,,30+ ,6,10,,,
Machine Learning Developer / Data Scientist,Logica Infotech,5-10 Yrs,Kolkata,"BPO,data analysis,Unix,SAN,jQuery,Linux,SAS,Data structures",,,,PREMIUM,30+ ,5,10,,,
Data Science Developer - Machine Learning,Silverlink Technilogies,5-10 Yrs,"Hyderabad, Pune","ITSM,Data science,Machine Learning,Python,IT Skills,Data Management,Time series,Algorithm",,,,PREMIUM,30+ ,5,10,,,
"Python Developer, Django, Numpy, Pandas,Data Science, Machine Learning",sunwindemy info solutions,4-9 Yrs,Delhi,"Django,Machine Learning,Python",,,,,12 ,4,9,,,
Machine Learning Lead,Tigi Hr Solution,4-9 Yrs,"Pune, Delhi","Numpy,NoSQL,Scikit,Ensemble Algorithms,Clustering Algorithms,SciPy,Statsmodels,MongoDB",,,,PREMIUM,14 ,4,9,,,
Machine Learning Engineer,Ankercloud,2-5 Yrs,Bengaluru,"Computer vision,C++,Data analysis,Linux,GCP,Machine learning,Monitoring,Analytics",,,,,30+ ,2,5,,,
Machine Learning Engineer,Morgan Stanley Advantage Services,8-15 Yrs,Bengaluru,"Data analysis,Data modeling,Agile,Data structures,Investment banking,Analytics,Monitoring,Financial services",3.7,265.0,,,30+ ,8,15,,,
LEAD MACHINE LEARNING ENGINEER,BRIDGEi2i Analytics Solutions Private Limited,5-8 Yrs,Bengaluru,"Computer science,Automation,github,Machine learning,cloud storage,Business intelligence,AWS,SQL",3.5,43.0,,,30+ ,5,8,,,
Machine Learning Engineer,Gojek Tech,2-5 Yrs,Bengaluru,"Computer science,Training,data science,Focus,Machine learning,Programming,Mathematics,Open source",,,,,30+ ,2,5,,,
Machine Learning Research Scientist,RDALabs India Pvt Ltd,5-6 Yrs,Bengaluru,"machine learning,big - data,SparkML,Hadoop,Spark,Java,Reinforcement Learning,Meta Learning",4.0,7.0,,,30+ ,5,6,,,
Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CarbyneTech India,4-8 Yrs,Hyderabad,"Data Science,Tensorflow,R,Artificial Intelligence,Scala,Time Series Forecasting,Big Data,Machine Learning",2.7,9.0,,PREMIUM,30+ ,4,8,,,
Data Scientist - Machine/deep Learning Algorithms,CarbyneTech India,3-8 Yrs,Hyderabad,"machine learning,Anaconda,NLP,Neural networks,ML,R,Deep Learning,Python",2.7,9.0,,PREMIUM,30+ ,3,8,,,
Data Analyst - Machine Learning/Python,Finxera,2-4 Yrs,Chandigarh,"IT Skills,Tableau,Business Intelligence,data analysis,Data Visualization,Data Analyst,Data Warehousing,Machine Learning",3.3,11.0,,PREMIUM,27 ,2,4,,,
Machine Learning Intern,Imurgence,0-1 Yrs,Anywhere,"Training,Intern,data science,Machine learning,Internship,Analytics,Python",,,,,30+ ,0,1,,,
Senior Software Engineer - Data Science and Machine Learning,VSH SOLUTIONS PRIVATE LIMITED,2-5 Yrs,Pune,"Computer science,GIT,NoSQL,cassandra,Analytical,Machine learning,MongoDB,MATLAB",4.4,6.0,,,30+ ,2,5,,,
"Senior Machine Learning Engineer, Search & Match",Sense Talent Labs,5-10 Yrs,Bengaluru,"deep learning,Automation,Data analysis,Backend,Artificial Intelligence,Machine learning,Data processing,Natural language processing",,,,,30+ ,5,10,,,
Manager - Machine Learning - Ensemble Modeling/classification,Catalyst,7-12 Yrs,Bengaluru,"IT Skills,Java,Python,Machine Learning,OOP,R,C++,NLP",,,,PREMIUM,30+ ,7,12,,,
Machine Learning & Python Professional,Techsist Solution,2-7 Yrs,Bengaluru,"IT Skills,Python,Machine Learning,Cloud,AWS,data analytics,data processing,Python",,,,PREMIUM,29 ,2,7,,,
Software Development Manager - Machine Learning - Java/ Perl/ AWS,Career Maker,10-15 Yrs,Bengaluru,"Unix,Java,Project Management,Linux,Agile,Perl,Scrum,Webservices",,,,PREMIUM,30+ ,10,15,,,
Elastic Machine Learning Professional - C/c++/c#/java/perl,Career Maker,5-10 Yrs,Bengaluru,"machine learning,C,Perl,source control management,data structures,Java,software development,software development life cycle",,,,PREMIUM,30+ ,5,10,,,
Elastic Machine Learning - C/C++/C#/Java/Perl,Career Maker,5-10 Yrs,Bengaluru,"machine learning,C,Perl,source control management,data structures,Java,software development,software development life cycle",,,,PREMIUM,30+ ,5,10,,,
Computer Vision/ Machine Learning Expert - C/ C++,Career Maker,3-6 Yrs,Bengaluru,"facial analysis,expression analysis,GMM,programming patterns,scene analysis,deep learning,KNN,K - means",,,,PREMIUM,30+ ,3,6,,,
Manager - Machine Learning/R/MATLAB,Career Maker,9-14 Yrs,Bengaluru,"Java,C++,R,Data Management,Data Mining,Machine Learning,PhD,MATLAB",,,,PREMIUM,30+ ,9,14,,,
Software Development Manager - Machine Learning - Java/Perl/AWS/Agile,Career Maker,10-15 Yrs,Bengaluru,"Unix,Java,Project Management,Linux,Agile,Perl,Scrum,Webservices",,,,PREMIUM,30+ ,10,15,,,
Elastic Machine Learning - C/C++/C#/Java/Perl,Career Maker,5-10 Yrs,Bengaluru,"machine learning,C,Perl,source control management,data structures,Java,software development,software development life cycle",,,,PREMIUM,30+ ,5,10,,,
R&D Expert - NLP/Machine Learning - Java/C#/C++/Python/Perl,Career Maker,7-11 Yrs,Bengaluru,"Java,software architecture,C++,NLP,text classification,natural language processing,Perl,machine learning",,,,PREMIUM,30+ ,7,11,,,
Technical Lead - Distributed/Machine Learning Systems,Confidential,6-9 Yrs,Bengaluru,"NLP,machine learning,cloud computing,IT Skills,Software Development,Testing,Cloud,Big Data",,,,PREMIUM,19 ,6,9,,,
Software Development Manager - Machine Learning - Java/perl,Career Maker,10-15 Yrs,Bengaluru,"IT Skills,Java,Software Development,Machine Learning,Project Management,AWS,BPO,Unix",,,,PREMIUM,30+ ,10,15,,,
Software Development Manager- Machine Learning- Java/ Perl/ AWS/ Agile,Career Maker,10-15 Yrs,Bengaluru,"AgileScrum,UNIX,LinuxUnix,written communication,Perl,Java,verbal,Web Services",,,,PREMIUM,30+ ,10,15,,,
R&D Expert - Nlp/machine Learning - Java/c#/c++ /python/perl,Career Maker,7-11 Yrs,Bengaluru,"Java,C++,NLP,Perl,Machine Learning,Algorithm,PhD,Data Structure",,,,PREMIUM,30+ ,7,11,,,
Elastic Machine Learning - C/ C++/ C#/ Java/ Perl,Career Maker,5-10 Yrs,Bengaluru,"data structures,C++,software development life cycle,object - oriented design,Perl,Java,source control management,machine learning",,,,PREMIUM,30+ ,5,10,,,
Manager - Machine Learning/R/MATLAB,Career Maker,9-14 Yrs,Bengaluru,"PerlPython,data mining,predictive software development,predictive modeling,analysis,Java,data modeling,communication",,,,PREMIUM,30+ ,9,14,,,
Computer Vision / Machine Learning Expert - C/C++,Career Maker,3-6 Yrs,Bengaluru,"GMM,programming patterns,expression analysis,facial analysis,scene analysis,deep learning,HMM,Ensemble classifier",,,,PREMIUM,30+ ,3,6,,,
R&D Expert - NLP/Machine Learning - Java/C#/C++/Python/Perl,Career Maker,7-11 Yrs,Bengaluru,"Java,software architecture,C++,NLP,text classification,natural language processing,Perl,machine learning",,,,PREMIUM,30+ ,7,11,,,
Technical Lead - Distributed/Machine Learning Systems,Confidential,6-9 Yrs,Bengaluru,"NLP,machine learning,cloud computing,IT Skills,Software Development,Testing,Cloud,Big Data",,,,PREMIUM,19 ,6,9,,,
Software Development Manager - Machine Learning - Java/perl,Career Maker,10-15 Yrs,Bengaluru,"IT Skills,Java,Software Development,Machine Learning,Project Management,AWS,BPO,Unix",,,,PREMIUM,30+ ,10,15,,,
Software Development Manager- Machine Learning- Java/ Perl/ AWS/ Agile,Career Maker,10-15 Yrs,Bengaluru,"AgileScrum,UNIX,LinuxUnix,written communication,Perl,Java,verbal,Web Services",,,,PREMIUM,30+ ,10,15,,,
R&D Expert - Nlp/machine Learning - Java/c#/c++ /python/perl,Career Maker,7-11 Yrs,Bengaluru,"Java,C++,NLP,Perl,Machine Learning,Algorithm,PhD,Data Structure",,,,PREMIUM,30+ ,7,11,,,
Elastic Machine Learning - C/ C++/ C#/ Java/ Perl,Career Maker,5-10 Yrs,Bengaluru,"data structures,C++,software development life cycle,object - oriented design,Perl,Java,source control management,machine learning",,,,PREMIUM,30+ ,5,10,,,
Manager - Machine Learning/R/MATLAB,Career Maker,9-14 Yrs,Bengaluru,"PerlPython,data mining,predictive software development,predictive modeling,analysis,Java,data modeling,communication",,,,PREMIUM,30+ ,9,14,,,
Computer Vision / Machine Learning Expert - C/C++,Career Maker,3-6 Yrs,Bengaluru,"GMM,programming patterns,expression analysis,facial analysis,scene analysis,deep learning,HMM,Ensemble classifier",,,,PREMIUM,30+ ,3,6,,,
Software Development Manager - Machine Learning - Java/Perl/AWS/Agile,Career Maker,10-15 Yrs,Bengaluru,"IT Skills,Java,Software Development,Machine Learning,Project Management,AWS,BPO,Unix",,,,PREMIUM,30+ ,10,15,,,
R&D Expert - NLP/Machine Learning - Java/C#/C++/Python/Perl,Career Maker,7-11 Yrs,Bengaluru,"oriented,agile,data structures,Python,C#,Perl,Java,machine learning",,,,PREMIUM,30+ ,7,11,,,
Machine Learning Staff Engineer,"Qualcomm Technologies, Inc",9-12 Yrs,Hyderabad,"Computer science,C++,Linux,Debugging,Machine learning,System design,Application development,QNX",4.3,217.0,,PREMIUM,30+ ,9,12,,,
Urgent Opening For Machine Learning-Senior Manager,Peoplefy Infosolutions Pvt. Ltd.,10-20 Yrs,Pune,"Azure DevOps,GIT,Azure ML Service,Machine learning,Microsoft Azure Cloud,Cloud,Project Implementation,Deployment",,,,PREFERRED,8 ,10,20,,,
Senior Machine Learning Engineer,Aizant Global Analytics,5-8 Yrs,Hyderabad,"Training,Usage,C,Artificial Intelligence,Machine learning,Data collection,Deployment,Data quality",3.9,4.0,,PREMIUM,30+ ,5,8,,,
Data Science Machine Learning Engineering manager,CareerXperts Consulting,8-13 Yrs,Anywhere,"assembly language,website,C,HTML,ajax,javascript,jquery,SQL",,,,PREMIUM,30+ ,8,13,,,
Data Science Machine Learning Engineering manager,CareerXperts Consulting,8-10 Yrs,Anywhere,"Mining,Computer science,Object oriented design,Computer vision,data science,Consulting,Machine learning,Engineering Manager",,,,,30+ ,8,10,,,
Data Scientist - Machine Learning,RPA Infotech Pvt.Ltd,2-7 Yrs,Gurgaon,"Computer science,Operations research,data science,Bfsi,Network analysis,Machine learning,Social networking,Natural language processing",,,,,30+ ,2,7,,,
Lead Data Scientist (Machine Learning),Dream11 Inc,5-8 Yrs,Mumbai,"Backend,nginx,cassandra,MySQL,Machine learning,Manager Technology,MongoDB,RPM",5.0,6.0,,,30+ ,5,8,,,
Manager Data Scientist - Machine Learning/NLP/NLU/Python,softobiz technologies Pvt ltd,7-10 Yrs,Mohali,"Computer science,Team management,Machine learning,Mentor,Data structures,Natural language processing,Data mining,SQL",3.4,22.0,,,30+ ,7,10,,,
Head- Machine Learning,Job Fittment Finder,10-15 Yrs,"Pune, Delhi","JSON,Rest API,Mongodb,Clustering,Machine Learning,SVMs,numpy,elastic search",,,,PREMIUM,13 ,10,15,,,
Disys is Hiring For Machine Learning in Chennai,DISYS INDIA PRIVATE LIMITED,2-5 Yrs,Chennai,"Tensorflow,NLP,ML coding,Machine Learning,Python",,,"5,00,000 - 13,00,000",HOT JOB,11 ,2,5,500000.0,1300000.0,900000.0
Lead Engineer -Artificial Intelligence/Machine Learning,Nitor Infotech Pvt. Ltd,5-10 Yrs,Pune,"Artificial Intelligence,Machine Learning,IT Skills,Python,Data Science,Cloud,Project Management,AWS",3.5,50.0,"70,000 - 1,25,000",HOT JOB,18 ,5,10,70000.0,125000.0,97500.0
Senior Engineer - Computer Vision & Machine Learning,e-con Systems,3-6 Yrs,Chennai,"Python,Tensorflow,Keras,scikit,C++,numpy,Git,PyTorch",3.3,16.0,,PREMIUM,19 ,3,6,,,
Sr Machine Learning Engineer,ServiceNow,5-10 Yrs,Hyderabad,"IT Skills,Java,Python,Testing,Machine Learning,Cloud,Coding,Analytical",4.3,24.0,,PREMIUM,19 ,5,10,,,
C++ Developer/ Machine Learning Expert - Digital Media Domain,HyrEzy Talent Solutions,0-1 Yrs,Noida,"IT Skills,Testing,Machine Learning,C++ Developer,Pattern Recognition,C++,Algorithms,Video Processing",,,,PREMIUM,30+ ,0,1,,,
C++ Developer/Machine Learning Expert,HyrEzy Talent Solutions,0-1 Yrs,Noida,"Dot net MVC Developer,MVC framework,MVC Developer,Java Script,Dot Net MNC,HTML,.net MVC Developer,MVC development",,,,PREMIUM,30+ ,0,1,,,
Staff Machine Learning Engineer,ServiceNow,8-13 Yrs,Hyderabad,"Coding,Analytical,Machine learning,Cloud,Workflow,Data Processor,Unit testing,Licensing",4.3,24.0,,PREMIUM,19 ,8,13,,,
Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,1-2 Yrs,Chandigarh,"Python,NLP,R,Machine Learning",,,"3,50,000 - 4,75,000",,6 ,1,2,350000.0,475000.0,412500.0
Data Scientist - Artificial Intelligence/Machine Learning,Executive Selection India,3-8 Yrs,Hyderabad,"IT Skills,Python,Data Science,Machine Learning,Big Data,SQL,Artificial Intelligence,PostgreSQL",,,,PREMIUM,28 ,3,8,,,
Data Scientist - Artificial Intelligence/ Machine Learning,Okda Solutions,4-8 Yrs,Hyderabad,"Semantic Hashing,SQL Server,SigmaJS,LSTM,Word2Vec,NoSQL,Tableau,Cassandra",,,,PREMIUM,30+ ,4,8,,,
Machine Learning/DATA Science Trainer – FULL TIME/PART TIME - WFH,Synergistic Compusoft Private Limited,7-10 Yrs,"Pune, Gurugram, Chennai","Data Science,Trainer,Machine Learning,communication,science,Java,Tableau,NET",,,,HOT JOB,20 ,7,10,,,
Director / Sr. Director - Machine Learning,Career Maker,10-20 Yrs,"Hyderabad, Bengaluru","Ensemble classifier,K - means,SVM,GMM,machine learning,HMM,deep learning,KNN",,,,PREMIUM,30+ ,10,20,,,
Senior Machine Learning Scientist,Aera Technology,4-8 Yrs,Pune,"development,TensorFlow,statistical analysis,Python,Machine Learning,scikit,Deep Learning,PyTorch",3.9,6.0,,PREMIUM,30+ ,4,8,,,
Senior Machine Learning Engineer,CVEDIA,3-8 Yrs,Anywhere,"IT Skills,Python,Machine Learning,remote,Computer science,Computer vision,deep learning,Neural networks",,,,,30+ ,3,8,,,
Senior Machine Learning Engineer,SOFTNAUTICS LLP,6-10 Yrs,"Pune, Ahmedabad","Tensorflow,Algorithms,Image Processing,Model Building,Keras,Caffe,Embedded,Embedded Systems",,,,PREMIUM,30+ ,6,10,,,
"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,3-8 Yrs,Bengaluru,"algorithms,python,c,code,solid,technical,software,software design",,,,,30+ ,3,8,,,
"Machine Learning, Artificial Intelligence, Python Developer",EPIXEL SOFTWARE PVT LTD,3-4 Yrs,Delhi,"IT Skills,Software Development,Machine Learning,Artificial Intelligence,Computer science,spark,Deployment,Statistics",3.8,12.0,,PREMIUM,30+ ,3,4,,,
Artificial Intelligence/Machine Learning Developer,Cubet Techno Labs Pvt. Ltd.,5-10 Yrs,"Kochi, Chennai","IT Skills,Java,Python,Cloud,Node.js,Javascript,Azure,UI development",3.1,5.0,,,30+ ,5,10,,,
Machine Learning Engineer - Artificial Intelligence Products,HirezU Management Services,2-7 Yrs,Ahmedabad,"machine learning,data analytics,deep learning,IT Skills,Data Science,Artificial Intelligence,MLE",,,"14,00,000 - 18,00,000",,10 ,2,7,1400000.0,1800000.0,1600000.0
Research Scientist/engineer - Computer Vision/machine Learning/image,Career Maker,10-15 Yrs,Hyderabad,"IT Skills,Machine Learning,Research Scientist,C++,Algorithms,Multithreading,Image Processing,Computer Vision",,,,PREMIUM,30+ ,10,15,,,
Research Scientist/ Engineer - Computer Vision/ Machine Learning,Career Maker,4-9 Yrs,Hyderabad,"IT Skills,Machine Learning,Deep learning,C++,Multithreading,Image Processing,Computer Vision",,,,PREMIUM,30+ ,4,9,,,
Principal Machine Learning Engineer,Leben Care Technologies Pte. Ltd.,2-5 Yrs,Hyderabad,"Computer science,Computer vision,C++,Medical imaging,Linux,Artificial Intelligence,Machine learning,Ophthalmology",,,,,30+ ,2,5,,,
MACHINE LEARNING ENGINEER,Aitouch,5-10 Yrs,Gurgaon,"Training,deep learning,Usage,Linux,Opencv,Web development,Machine learning,Data quality",4.2,23.0,,PREMIUM,30+ ,5,10,,,
Machine Learning Engineer,Hackveda,2-5 Yrs,Noida,"Application design,deep learning,Web application,Machine learning,Programming,Data structures,Python",,,,,30+ ,2,5,,,
Machine Learning Engineer,Doxel,2-5 Yrs,Anywhere,"Computer science,Computer vision,deep learning,Automation,Publishing,Neural networks,Machine learning,Data collection",,,,,30+ ,2,5,,,
Deep Learning Machine Learning Engineer,Samatrix Consulting Private Limited,2-4 Yrs,Gurugram,"deep learning,Machine learning,Programming,Application development,Python",,,,,30+ ,2,4,,,
AI / Machine Learning Engineer,Genesys India,3-5 Yrs,Hyderabad,"IT Skills,Java,Python,Machine Learning,Artificial Intelligence,Cloud,Javascript,Computer science",3.9,15.0,,PREMIUM,30+ ,3,5,,,
Machine Learning Engineer,Embold Technologies GmbH,6-8 Yrs,Pune,"agile,data structures,comm,PyTorch,Spark,Pandas,Python,machine learning",,,,PREMIUM,30+ ,6,8,,,
Artificial Intelligence Engineer/ Machine Learning Engineer,Indian Armour System Pvt Ltd,3-5 Yrs,Delhi,"System Integration,Artificial Intelligence,Machine Learning",,,"6,00,000 - 10,00,000",HOT JOB,27 ,3,5,600000.0,1000000.0,800000.0
Machine learning and AI Engineer,Megdap Innovation Labs Private Limited,2-5 Yrs,Pune,"IT Skills,Java,Python,Data Science,Machine Learning,Azure,Computer science,C++",,,,,30+ ,2,5,,,
"Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,2-6 Yrs,Hyderabad,"IT Skills,Python,Data Science,Machine Learning,Technology Head,Data analytics",3.4,6.0,,,30+ ,2,6,,,
Software Engineer (RnD - AI & Machine Learning),Corent Technology,2-3 Yrs,Chennai,"Java,analytical,Python,IT Skills,Machine learning,Statistics",1.7,14.0,,PREMIUM,30+ ,2,3,,,
Speech Scientist - Artificial Intelligence/ Machine Learning,Career Maker,2-6 Yrs,Noida,"Image Processing,algorithmic,data structures,data science,Artificial Intelligence,Human,Python,Speech Recognition",,,,PREMIUM,30+ ,2,6,,,
Director Machine Learning,Zycus Infotech Pvt Ltd,14-16 Yrs,Mumbai,"Java,predictive modelling,Web Technologies,Scripting Languages,Director,Machine Learning,Angular,R",3.3,170.0,,PREMIUM,13 ,14,16,,,
Senior Data Scientist - Machine Learning,MarketScope,5-8 Yrs,Delhi,"Unix scripting,Java,Scala,Linux,R,machine learning,Python,IT Skills",,,,HOT JOB,19 ,5,8,,,
"Senior Data Engineer (Python,Pyspark, Nosql,Machine learning)",Job Fittment Finder,4-7 Yrs,"Pune, Delhi","Pandas,AWS,Hadoop,PostgreSQL,Azure,NoSQL,Apache Kafka,MYSQL",,,,PREMIUM,18 ,4,7,,,
Team Lead - Machine Learning,Airwoot,0-6 Yrs,Delhi,"Computer science,rest,algorithms,Support,Neural networks,Social media,Artificial Intelligence,Machine learning",,,,,30+ ,0,6,,,
"Python Developer / AI Developer - Django, Machine Learning",Amar Technolabs Private Limited,0-3 Yrs,Ahmedabad,"Device Automation,ROBOT framework,Automation Framework,troubleshooting,analytical,communication,Django Framework,OOPS",,,,,17 ,0,3,,,
Associate - EmTech - Machine Learning,Pricewaterhouse Coopers Private Limited,2-4 Yrs,Mumbai,"Data management,GCP,Analytical,Consulting,Machine learning,Healthcare,Continuous improvement,Analytics",3.6,2065.0,,,30+ ,2,4,,,
Machine Learning Engineer - Data Modeling/ Data Science,Confidential,4-6 Yrs,Pune,"machine learning,data modeling,opencv,Keras,data structures,Java,PyTorch,R",,,,PREMIUM,30+ ,4,6,,,
Data Scientist/ Machine Learning Specialist - R/ SQL/ Python,MarketScope,4-9 Yrs,Pune,"communication,TensorFlow,R,SQL Server,Azure ML,Python,Analytical,Azure Cognitive Services",,,,PREMIUM,19 ,4,9,,,
Associate - EmTech - Machine Learning,Pricewaterhouse Coopers Private Limited,2-4 Yrs,Mumbai,"Data management,GCP,Analytical,Consulting,Machine learning,Healthcare,Continuous improvement,Analytics",3.6,2065.0,,,30+ ,2,4,,,
Machine Learning Engineer - Data Modeling/ Data Science,Confidential,4-6 Yrs,Pune,"machine learning,data modeling,opencv,Keras,data structures,Java,PyTorch,R",,,,PREMIUM,30+ ,4,6,,,
Data Scientist/ Machine Learning Specialist - R/ SQL/ Python,MarketScope,4-9 Yrs,Pune,"communication,TensorFlow,R,SQL Server,Azure ML,Python,Analytical,Azure Cognitive Services",,,,PREMIUM,19 ,4,9,,,
Data Scientist / Machine Learning Specialist - R/SQL/Python,MarketScope,4-9 Yrs,Pune,"R,SQL Server,Azure ML,communication,Analytical,TensorFlow,Azure Cognitive Services,Python",,,,PREMIUM,19 ,4,9,,,
Data Engineer - Python/Machine Learning/AWS,Huquo Consulting Pvt. Ltd,6-11 Yrs,Gurugram,"AWS Lambda,Amazon EC2,Elastic Load Balancing,Machine Learning,AWS,Cloud Infrastructure,Solution Architect,API Gateway",,,,PREMIUM,19 ,6,11,,,
Researcher - Machine Learning - Data Mining/ Java/ Python,Career Maker,5-10 Yrs,Chennai,"data mining,Java,machine learning,Python,IT Skills",,,,PREMIUM,30+ ,5,10,,,
"Data Scientist, Machine Learning",Fractal Analytics,3-6 Yrs,"Gurugram, Bengaluru, Mumbai ","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,R,NoSQL,Data Structures",3.9,97.0,,PREMIUM,24 ,3,6,,,
Hiring For Machine Learning Engineer For Hyderabad location,Adecco India Private Limited,1-4 Yrs,Hyderabad,"Machine Learning,Deep Learning",,,"10,00,000 - 20,00,000",PREMIUM,30+ ,1,4,1000000.0,2000000.0,1500000.0
Algorithm Engineer - Artificial Intelligence & Machine Learning,Independent HR Consulting,5-10 Yrs,Chennai,"IT Skills,Machine Learning,Pytorch,Algorithm Development,C++,Algorithms,Artificial Intelligence,Image Processing",,,,PREMIUM,28 ,5,10,,,
Artificial Intelligence Engineer - Machine Learning/python/r,Career Infosystem,1-3 Yrs,Thiruvananthapuram,"deep learning,network architecture,CNN,Python,FCN,statistical modeling,R,machine learning",,,,HOT JOB,30+ ,1,3,,,
"Trainer/Faculty ? Artificial intelligence,Machine Learning",Qubit AI,3-5 Yrs,Hyderabad,"IT Skills,Java,Python,Testing,Machine Learning,SAN,deep learning,C++",,,,,30+ ,3,5,,,
"Python,Tensorflow,Machine Learning and NLP",Digital Group Infotech Pvt. Ltd.,4-9 Yrs,Pune,"Tensorflow,Nltk,NLP,Opencv,Artificial Intelligence,Keras,Spacy,Machine Learning",3.5,44.0,"10,00,000 - 20,00,000",HOT JOB,27 ,4,9,1000000.0,2000000.0,1500000.0
"Machine Learning, Deep Learning and Artificial Intelligence",Nubeslab,3-8 Yrs,Kochi,"Tensorflow,Keras,DL4J,Python,Java,Deep Learning,IT Skills,Training",,,,,30+ ,3,8,,,
Technical Lead- AI & Machine Learning | Chandigarh,Grazitti Interactive,3-5 Yrs,Chandigarh,"IT Skills,Python,Testing,HTML,CSS,Javascript,AWS,MySQL",4.1,33.0,,PREFERRED,30+ ,3,5,,,
"Opening - Associate/Senior Associate(Machine Learning), Chennai.",Inesh Management Consultancy,3-5 Yrs,Chennai,"C++,Image Processing,computerised Algorithm,Embedded,Signal Processing,Python",,,,,3 ,3,5,,,
Senior Machine Learning Engineer,FRONTDOOR INDIA PRIVATE LIMITED,10-12 Yrs,Pune,"ML,Machine Learning,RESTful services,SQL,Docker,Django,GitLab,CI/CD",,,,PREMIUM,30+ ,10,12,,,
Senior Machine Learning Engineer,Nuacem AI Pvt Ltd,3-7 Yrs,Hyderabad,"Machine learning,Machine Learning Engineer",,,,,30+ ,3,7,,,
Senior Machine Learning Engineer,ADP India Pvt Ltd,3-8 Yrs,Chennai,"Computer science,Cloud computing,continuous integration,Neural networks,Machine learning,Debugging,Agile,Infrastructure development",4.2,892.0,,,30+ ,3,8,,,
Senior Machine Learning Engineer,ADP India Pvt Ltd,4-8 Yrs,"Chennai, ","Computer science,Cloud computing,continuous integration,Neural networks,Machine learning,Debugging,Agile,Infrastructure development",4.2,892.0,,,30+ ,4,8,,,
Senior Machine Learning Engineer,Wisemonk,5-8 Yrs,Mumbai,"SAN,Business analysis,Data modeling,Analytical,SOC,Machine learning,SMS,Data structures",,,,,30+ ,5,8,,,
Sr. Software Development Engineer- Machine Learning,ExecBoardinAsia,5-10 Yrs,Gurugram,"Software design,Application engineering,data science,Machine learning,Manager Technology,Technical leadership,Information management,Business intelligence",,,,,27 ,5,10,,,
Machine Learning Developer - Data Scientist,Kinaxis India Private Limited,5-10 Yrs,Chennai,"Data Science,Machine Learning,Python,IT Skills,Cloud,Big Data,Pyspark,Algorithms",,,"25,00,000 - 35,00,000",HOT JOB,30+ ,5,10,2500000.0,3500000.0,3000000.0
Machine Learning Developer,NIVIDOUS,3-8 Yrs,"Mumbai, Ahmedabad","deep learning,Manager Quality Assurance,Scalability,Architecture,Technical design,Opencv,Consulting,Machine learning",,,,PREMIUM,30+ ,3,8,,,
Python&Machine Learning Developer Opening at iSolve Technologies,Isolve Technologies Private Limited,2-5 Yrs,Chennai,"Java,Flask,Machine Learning,Python,Django,AI,Amazon Rekognition,Face Recognition",3.0,35.0,"2,00,000 - 5,00,000",HOT JOB,26 ,2,5,200000.0,500000.0,350000.0
